store,rating,title,text,date
apple,4,Best app for Stocks,"Dear Groww team,
I hope, you guys are doing great.

I have been using the Groww app since 2020. It's very easy to use. Whereas, I am so disappointed about the decision taken by the Groww team to remove the analyst suggestion about the stocks in the latest version. It was very useful.  I hope the Groww team will understand the priority of this section and how helpful for the investors in order to get an expert proposition on a particular stock. 

So and based on the above, you are requested to get back the analyst suggestion option in the next update.",2026-09-01
apple,5,Good experience,Easy to invest good app,2026-09-01
apple,5,Well informative n responsive Customer care.. Thank you Grow..,Grow customer care s responsive n platform s beginner friendly.. Thank you🙏,2026-09-01
apple,5,Best application in Finance world,Very beginner-friendly interface with a clean and intuitive design.,2026-09-01
apple,5,Second to none,One of the best apps and services out there for all your financial plans. Truly second to none. I have been with Groww since 2018 and find their platform and services to be exceptional.,2026-09-01
apple,5,Good app,Easy to use,2026-09-01
apple,5,Awesome app,Easy to use and understand good for beginners,2026-09-01
apple,5,Good and easy to use,Easy to use,2026-09-01
apple,5,Ok,Ok,2026-09-01
apple,4,Excellent App,"While using the Groww app, I found it very user-friendly and easy to navigate. It provides a lot of useful information on IPOs, stocks, FDs, bonds, and various other investment opportunities, which helps users explore and make informed decisions. So far, I haven’t faced any glitches or technical issues, and overall, my experience with the app has been very good.",2026-09-01
apple,5,Everything is updated,Experience wise this app is working very good.,2026-09-01
apple,5,Best serive,Quick open and fast response,2026-09-01
apple,5,Best App so far,"From past 1 year I was using other trading app but GROWW is user friendly
One can easily research before investing",2026-09-01
apple,5,Good,It’s a wonderful application,2026-09-01
apple,5,Awesome,"Easy to understand, simple and amazing app",2026-09-01
apple,5,Very issue to use,Suggestions on stocks are also good and helpful,2026-09-01
apple,5,Mr,Yasir,2026-09-01
apple,5,Need iPad App on priority,Need iPad App for Groww,2026-09-01
apple,5,Wonderful,Experience,2026-09-01
apple,5,Anil,Good,2026-09-01
apple,5,My experience,User friendly & easy to operate,2026-09-01
apple,5,Wonderful App,"It’s Very easy to access and advanced options are available 
Easy UI and excellent tracking",2026-09-01
apple,5,Good,Experience,2026-09-01
apple,5,Rana gill,very easy to use for stocks,2026-09-01
apple,5,Just the best interface and easy to use,Great app for every aspect of finance right at your dashboard.,2026-09-01
apple,5,Nice and easy,Easy to navigate,2026-09-01
apple,5,Gargious,Superb,2026-09-01
apple,5,Overall,Good for stocks also,2026-09-01
apple,5,All in one,Super,2026-09-01
apple,5,Fast,Super Groww fast,2026-09-01
apple,5,Nice,Nice,2026-08-31
apple,5,Dipankar,Good,2026-08-31
apple,5,Super and easy to use app,Super,2026-08-31
apple,5,Good platform,Excellent info and clear UI aids compared to other platforms,2026-08-31
apple,5,Best,"I loved the lock fno trading feature.. avoids over trading 
Once u got profit u can lock fno trading for the day n avoid the grid n over trading",2026-08-31
apple,5,Super,All in one Place,2026-08-31
apple,5,Trading,Great app,2026-08-31
apple,5,App is great but one feature needed desperately,Need GTT with Buying as well as Sell together in one screen,2026-08-31
apple,5,Usage,Easy to use,2026-08-31
apple,5,Awesome app,One of the best investing app in India!,2026-08-31
apple,5,Good,Very good,2026-08-31
apple,5,Good,Bahut badhiya share market investing app hai,2026-08-31
apple,5,Nice app,Best performance,2026-08-31
apple,4,Fixed Deposit Tab,"Everything is awesome with this app except some important tabs, which are missing. It would have been a full 5 star app if it had the Fixed Deposit Tab and the US stock market Tab included like the Desktop version of Groww",2026-08-31
apple,5,Groww with Groww,Best and easy app for investing,2026-08-31
apple,5,Jerry,A good broker with zero joining and no annual fees but if they could reduce the brokerage charges will be much better than any other broker application.,2026-08-31
apple,5,Easy to understand,Transparent and easy to understand,2026-08-31
apple,5,Good app,Very fast,2026-08-31
apple,5,Great App for investment,Great App for investment,2026-08-31
apple,5,Good,v Good,2026-08-31
apple,5,🙏,👍👌,2026-08-31
apple,5,Grow,Excellent platform 👍,2026-08-31
apple,5,Amazing,Very user friendly,2026-08-31
apple,5,Exceptional and Seamless,Excellent user experience.,2026-08-31
apple,5,Sachin,Excellent and user friendly app,2026-08-31
apple,5,Best App for Investing,Easy to use,2026-08-31
apple,5,Tanamyi,"I am completely new to shares, but grow is guiding me excellently 
Very simple and giving full knowledge",2026-08-31
apple,5,User friendly app,User friendly app,2026-08-31
apple,5,great,easy to use,2026-08-31
apple,5,Dmat,Good,2026-08-31
apple,5,Review,Goodness,2026-08-31
apple,5,Highly committed app,Grow app provides a wide variety of services with committed accuracy.,2026-08-31
apple,4,Good,Good,2026-08-31
apple,5,One stop of solution for investments,One stop of solution for investments,2026-08-31
apple,5,👌,👌,2026-08-31
apple,5,Trading,Good applications for new users,2026-08-31
apple,5,Great app,Amazing App,2026-08-31
apple,4,Hi haaa,Fast and secure,2026-08-31
apple,5,NIC,Super,2026-08-31
apple,4,Good,Easy to use,2026-08-31
apple,5,Good,Good,2026-08-31
apple,5,Investment made easy,Groww platform is easy to operate. Customer support is great.,2026-08-31
apple,5,Gond,👍,2026-08-31
apple,5,Easy,Very good,2026-08-31
apple,5,Simply awesome,"Very ease to use, simple, navigations work so smoothly. Very user friendly app. Love it",2026-08-31
apple,5,Grow,Great,2026-08-31
play,3,,"Cumulative investing is not easy to track when investors have multiple financial goals. It would be great if the app introduced goal-wise trackers with sub-divisions for goals like retirement, education, wealth creation, etc. This would make portfolio tracking much easier and more convenient. Hope you consider this in the next update!",2026-09-08
play,1,,"Your app gets stuck far too often at the time of trade execution, and even after setting a profit/loss limit, the order does not get executed automatically. I have incurred losses so many times because of this issue, especially while trying to book profits, that I am extremely frustrated. At this point, I honestly feel like approaching the Consumer court.",2026-08-18
play,4,,"I've been using this app for two years. Everything's working fine, but its processing speed is very slow and needs some adjustments. Whenever I want to redeem money, it takes five days for the money to be credited. Change this a bit, Groove! Only then can you increase your customer base. Reduce the redemption time from five days to two days.",2026-09-09
